mmsi;lon;lat;status;turn;speed;accuracy;course;heading;second;maneuver;spare_1;raim;radio;msg_type;repeat
256226000;24.710015;-34.724503;0;-1.0;17.6;False;81.7;82;9;0;b'\x00';False;49239;1;0
636019094;20.37785;-34.9138;0;0.0;8.8;False;61.0;63;11;0;b'\x00';False;33191;1;0
636020720;15.400168;-36.452667;0;0.0;11.2;False;89.6;96;12;0;b'\x00';False;26708;1;0
477752400;18.254942;-33.845035;0;0.0;0.3;False;53.4;182;3;0;b'\x00';False;65968;1;0
352003078;20.39515;-34.954683;0;0.0;11.7;False;269.0;268;10;0;b'\x00';False;26708;1;0
265057000;25.672287;-34.440088;0;0.0;11.5;False;259.5;260;9;0;b'\x00';False;3120;3;0
215126000;20.927737;-34.919152;0;0.0;17.6;True;262.5;262;11;0;b'\x00';True;49188;1;0
352002868;24.921762;-34.474127;0;-4.0;11.3;False;75.8;74;12;0;b'\x00';False;2264;1;0
352001434;12.417807;-27.650415;0;0.0;11.8;False;143.2;145;11;0;b'\x00';False;49157;1;0
538005096;26.385217;-34.702233;0;0.0;6.3;False;76.0;68;9;0;b'\x00';False;114751;1;0
636022295;30.454633;-33.320733;0;0.0;8.3;False;70.0;73;10;0;b'\x00';False;26708;1;0
371618000;28.352933;-33.200733;0;0.0;13.2;False;47.0;47;11;0;b'\x00';False;33231;1;0
419000180;20.386152;-34.967612;0;0.0;11.3;False;264.8;267;4;0;b'\x00';False;2212;1;0
241478000;29.565835;-32.347257;0;1.0;14.1;False;230.0;229;7;0;b'\x00';False;2249;1;0
311595000;22.712445;-34.66613;0;0.0;18.3;False;258.8;257;13;0;b'\x00';False;33328;1;0
477232800;19.62998;-35.011338;0;-6.0;16.3;False;109.3;108;12;0;b'\x00';False;66097;1;0
636016038;26.23258;-35.8342;0;0.0;15.9;False;78.5;81;36;0;b'\x00';False;66099;1;0
636016971;17.87138;-34.79184;0;-1.0;12.8;False;105.7;109;59;0;b'\x00';False;66102;1;0
636018598;17.229517;-33.428483;0;0.0;11.4;False;320.0;324;15;0;b'\x00';False;26708;1;0
538006959;28.689617;-33.125875;0;-3.0;15.2;False;247.9;253;55;0;b'\x00';False;26708;1;0
563039700;15.23745;-31.486983;0;0.0;17.2;False;144.1;145;13;0;b'@';False;114690;1;0
432902000;20.414352;-35.499468;0;0.0;10.0;False;87.9;90;15;0;b'\x00';False;49184;1;0
372848000;21.27255;-35.141955;0;-4.0;9.3;False;83.4;84;7;0;b'\x00';False;33360;1;0
305306000;17.960443;-33.02698;0;-128.0;0.0;False;360.0;511;15;0;b'\x00';False;66126;1;0
319122200;23.4827;-35.5164;0;0.0;14.6;False;232.0;228;15;0;b'\x00';False;33360;1;0
352425000;25.758483;-34.588133;0;1.0;8.7;False;76.0;74;16;0;b'\x00';False;26708;1;0
257389000;24.65403;-34.777737;0;-14.0;15.3;False;79.8;81;14;0;b'\x00';False;2528;3;0
636016852;22.973687;-36.908833;0;-5.0;8.9;False;73.2;76;15;0;b'\x00';False;66154;1;0
563220800;21.932525;-34.701342;0;-0.0;13.2;False;79.8;81;17;0;b'\x00';False;33426;1;0
601002980;20.7225;-36.725212;7;-18.0;8.1;True;144.2;144;16;0;b'\x00';False;66197;1;0
405000348;28.163588;-33.660722;0;0.0;5.7;False;58.1;54;56;0;b'\x00';False;164502;1;0
357169000;17.796203;-34.578077;0;0.0;10.9;False;139.6;139;6;0;b'\x00';False;66198;1;0
373291000;13.248915;-37.402242;0;0.0;11.8;False;75.7;80;2;0;b'\x00';False;78733;3;0
209677000;28.927588;-33.951948;0;0.0;9.9;False;261.2;259;17;0;b'\x00';False;49178;1;0
636023706;19.564325;-34.978458;0;0.0;10.2;True;266.6;265;18;0;b'\x00';True;66203;1;0
477648100;25.983262;-33.777863;0;2.0;1.0;False;360.0;55;17;0;b'\x00';False;66208;1;0
636020986;21.1099;-35.145683;0;2.0;20.3;False;85.7;86;17;0;b'\x00';True;81954;1;0
372280000;30.576887;-32.902178;0;0.0;16.5;False;250.3;251;14;0;b'\x00';False;66213;1;0
85;181.0;91.0;;;;True;;;63;;b'\x00';False;;21;0
538008298;19.218983;-35.074067;0;2.0;12.8;False;90.9;93;16;0;b'@';False;49163;1;0
6010036;18.4835;-34.3515;;;;False;;;60;;b'\x00\x00';False;197302;4;0
636022170;35.163475;-25.953735;0;-0.0;12.1;False;221.2;221;18;0;b'\x00';False;66239;1;0
215126000;20.927048;-34.919238;0;1.0;17.6;True;261.3;262;18;0;b'\x00';True;49188;1;0
85;181.0;91.0;;;;True;;;63;;b'\x00';False;;21;0
352715000;23.115142;-34.600975;0;0.0;11.8;False;256.7;259;7;0;b'\x00';False;81990;1;0
311000335;26.700787;-34.316473;0;-1.0;18.0;True;237.0;238;17;0;b'\x00';False;2282;1;0
311001111;19.705452;-35.187382;0;1.0;16.2;False;89.4;90;18;0;b'\x00';False;26708;1;0
538005557;16.74985;-33.271467;0;0.0;11.7;False;291.0;292;20;0;b'\x00';False;26708;1;0
636017853;8.818028;-36.993637;0;-2.0;10.5;False;96.6;97;21;0;b'\x00';False;81925;1;0
477232800;19.630503;-35.011478;0;-4.0;16.3;False;107.6;108;18;0;b'\x00';False;66297;1;0
352003078;20.3945;-34.954683;0;0.0;11.7;False;269.0;268;20;0;b'\x00';False;49178;1;0
241096000;32.03503;-28.79407;5;0.0;0.0;False;27.0;300;36;0;b'\x00';False;84938;3;0
311001347;18.899678;-34.991782;0;0.0;14.7;False;289.8;290;21;0;b'\x00';False;26708;1;0
373843000;32.192757;-28.885907;0;0.0;3.5;False;18.1;36;6;0;b'\x00';False;2272;1;0
372070000;28.927725;-33.816728;0;0.0;7.4;False;59.0;57;23;0;b'\x00';False;26708;1;0
257389000;24.654627;-34.77768;0;5.0;15.3;False;82.4;82;21;0;b'\x00';False;2032;3;0
419000180;20.38553;-34.967662;0;0.0;11.4;False;264.2;267;14;0;b'\x00';False;70989;3;0
352978182;26.221413;-34.52786;0;0.0;17.1;False;241.6;243;20;0;b'\x00';False;66395;1;0
355113000;20.481982;-34.972017;0;2.0;16.0;False;265.2;268;24;0;b'\x00';False;33639;1;0
563178600;19.781155;-34.937232;0;0.0;11.3;False;285.5;287;22;0;b'\x00';False;33661;1;0
636021546;30.124925;-31.950705;0;-3.0;15.0;False;219.3;225;23;0;b'\x00';False;81959;1;0
538008581;23.36142;-34.745282;0;4.0;12.1;False;265.6;269;17;0;b'\x00';False;99219;1;0
538007350;18.22535;-33.734042;0;0.0;15.1;False;321.7;322;38;0;b'\x00';False;2282;1;0
245912000;24.230508;-34.567602;0;-8.0;11.0;False;85.1;85;26;0;b'\x00';False;2227;1;0
563220800;21.933258;-34.701233;0;0.0;13.2;False;79.6;80;26;0;b'\x00';False;2301;1;0
477232800;19.631018;-35.011618;0;-2.0;16.3;False;108.1;108;24;0;b'\x00';False;26708;1;0
538006628;24.327733;-34.459233;0;-0.0;11.1;False;261.5;261;27;0;b'\x00';False;26708;1;0
636015632;25.26143;-34.288683;0;0.0;13.6;False;257.7;259;15;0;b'\x00';False;82029;1;0
566545000;27.77185;-34.008167;0;0.0;6.9;False;83.0;77;26;0;b'\x00';False;81988;1;0
373291000;13.24957;-37.40208;0;0.0;12.0;False;75.2;80;12;0;b'\x00';False;2269;1;0
538003522;22.847183;-34.986117;0;0.0;11.5;False;81.0;80;27;0;b'\x00';False;114762;1;0
477174700;17.048157;-32.298298;0;0.0;15.7;False;341.3;341;27;0;b'\x00';True;66589;1;0
477153100;21.253023;-34.68991;0;0.0;10.5;False;83.8;83;27;0;b'\x00';False;66592;1;0
538008173;19.365267;-35.155247;0;-8.0;10.8;False;89.1;92;29;0;b'\x00';False;99370;1;0
352715000;23.114558;-34.601087;0;0.0;11.8;False;256.6;259;16;0;b'\x00';False;26708;1;0
538006545;29.011807;-32.525647;0;0.0;16.1;False;223.1;224;29;0;b'\x00';False;26708;1;0
352003691;12.949483;-28.691233;0;0.0;10.3;False;144.0;144;28;0;b'\x00';False;26708;1;0
477714100;20.070802;-35.04402;0;0.0;10.6;False;68.9;72;25;0;b'\x00';False;49180;1;0
566476000;32.32272;-28.759005;0;0.0;8.1;False;205.1;191;29;0;b'\x00';False;114731;1;0
477648100;25.983295;-33.777813;0;4.0;1.4;False;16.3;55;28;0;b'\x00';False;26708;1;0
636024028;25.834265;-34.62942;0;0.0;8.7;False;85.7;78;28;0;b'\x00';False;82005;1;0
441115000;21.471868;-34.862088;0;0.0;17.3;False;260.1;260;30;0;b'\x00';False;81957;1;0
355113000;20.481343;-34.972035;0;1.0;16.1;False;267.4;268;30;0;b'\x00';False;66661;1;0
215126000;20.925967;-34.919367;0;1.0;17.7;True;262.3;262;29;0;b'\x00';True;66665;1;0
636018057;27.429453;-33.83494;0;0.0;19.8;False;232.6;235;24;0;b'\x00';False;26708;1;0
636019094;20.378683;-34.913433;0;0.0;8.8;False;61.0;63;30;0;b'\x00';False;66698;1;0
477686200;24.761865;-34.391242;0;0.0;10.6;False;261.9;263;31;0;b'\x00';False;49250;1;0
352003078;20.393817;-34.954717;0;0.0;11.6;False;268.0;268;31;0;b'\x00';False;2252;1;0
636017853;8.818678;-36.993693;0;1.0;10.4;False;95.9;98;32;0;b'\x00';False;33950;1;0
311001111;19.706557;-35.187367;0;2.0;16.3;False;89.1;90;30;0;b'\x00';False;99489;1;0
352001434;12.418585;-27.651297;0;0.0;11.8;False;142.4;144;31;0;b'\x00';False;33955;1;0
613003611;18.439848;-33.917252;0;-128.0;0.0;False;220.0;220;50;0;b'\x00';False;133265;1;0
636018765;21.6775;-35.091767;0;0.0;12.2;False;91.0;91;30;0;b'\x00';False;66733;1;0
219413000;1.236747;-41.024775;0;0.0;12.2;False;74.4;74;59;0;b'\x00';False;49152;1;0
477846500;15.594747;-33.749653;0;0.0;18.7;False;293.0;295;31;0;b'\x00';False;26708;1;0
419000180;20.384892;-34.967685;0;0.0;11.4;False;265.7;267;24;0;b'\x00';False;66744;1;0
538004316;18.191843;-34.095325;0;0.0;12.3;False;356.2;357;31;0;b'\x00';False;49258;1;0
376371000;17.516227;-32.677407;0;0.0;6.4;False;335.8;345;35;0;b'\x00';False;2240;1;0
601333500;16.91385;-31.826583;7;0.0;7.8;True;138.3;142;33;0;b'\x00';False;81923;1;0
538011123;21.129975;-34.901148;0;0.0;10.9;False;259.0;261;31;0;b'\x00';False;99530;1;0
538010069;9.013273;-33.994462;0;3.0;12.4;False;87.6;84;31;0;b'\x00';False;26708;1;0
636020893;25.135553;-34.767208;0;127.0;10.5;False;252.4;255;31;0;b'\x00';False;0;3;0
311000802;8.209028;-36.462142;0;-2.0;12.1;False;83.8;83;32;0;b'\x00';False;114691;1;0
319122200;23.481533;-35.51715;0;0.0;14.6;False;231.0;228;33;0;b'\x00';False;26708;1;0
538008581;23.360747;-34.745297;0;4.0;12.1;False;265.7;269;27;0;b'\x00';False;34037;1;0
538008468;27.985885;-33.54016;0;4.0;16.4;False;233.0;232;23;0;b'\x00';False;34041;1;0
538010316;30.35601;-33.398223;0;3.0;13.5;False;244.9;245;32;0;b'\x00';False;3520;3;0
374763000;16.614017;-33.533117;0;0.0;11.5;False;139.0;137;33;0;b'\x00';False;2251;1;0
257774000;8.215592;-36.82362;0;0.0;10.3;False;91.1;94;35;0;b'\x00';False;66832;1;0
257033170;20.159662;-35.045278;0;-4.0;12.3;False;260.4;258;33;0;b'\x00';False;49194;1;0
432902000;20.415423;-35.499458;0;0.0;10.0;False;88.9;90;34;0;b'\x00';False;49184;1;0
538007194;4.282067;-33.893298;0;0.0;11.6;False;91.0;95;44;0;b'\x00';False;34076;1;0
601045000;16.995197;-30.557293;3;0.0;4.4;False;348.1;346;48;0;b'\x00';False;67390;1;0
636018023;20.54017;-34.97702;0;-4.0;11.7;False;257.4;258;45;0;b'\x00';False;49167;1;0
403632001;14.547907;-33.463438;0;-0.0;12.8;False;119.3;117;42;0;b'\x00';False;67410;1;0
636017853;8.819833;-36.993802;0;0.0;10.5;False;96.3;98;51;0;b'\x00';False;2298;1;0
567609000;2.223378;-36.059077;0;1.0;17.7;False;93.1;92;50;0;b'\x00';False;34658;1;0
356793000;12.199928;-33.761197;0;0.0;12.1;False;279.4;282;48;0;b'\x00';False;67430;1;0
601180400;17.561117;-33.377363;0;127.0;5.4;False;271.2;277;50;0;b'\x00';False;3617;3;0
352003078;20.392583;-34.95475;0;0.0;11.6;False;268.0;268;50;0;b'\x00';False;26708;1;0
6010033;18.2395;-31.817667;;;;False;;;50;;b'\x00\x00';False;81921;4;0
477441300;30.35351;-31.849082;0;0.0;14.5;False;214.8;215;41;0;b'\x00';False;2247;1;0
601375700;15.83856;-31.06497;7;0.0;0.7;False;75.7;33;51;0;b'\x00';False;114689;1;0
304811000;26.74958;-33.784672;0;0.0;9.3;False;242.2;240;50;0;b'\x00';False;2207;1;0
357395000;11.061888;-33.584322;0;0.0;12.7;False;288.6;283;53;0;b'\x00';False;34740;1;0
538004316;18.191747;-34.094117;0;0.0;12.3;False;356.5;356;52;0;b'\x00';False;100283;1;0
538005512;14.995175;-32.65924;0;1.0;13.0;False;132.0;132;53;0;b'\x00';False;34748;1;0
538003360;14.570338;-30.800935;0;-4.0;15.4;False;308.8;306;51;0;b'\x00';False;100290;1;0
352001447;11.812567;-32.02459;0;-0.0;17.1;False;298.1;298;53;0;b'\x00';False;67540;1;0
563153600;26.022957;-34.32378;0;-4.0;12.0;False;241.7;241;54;0;b'\x00';False;2242;1;0
563050600;14.135945;-34.920062;0;0.0;16.5;False;93.7;94;54;0;b'\x00';False;34776;1;0
215739000;13.177307;-32.645587;0;0.0;18.2;False;299.8;302;53;0;b'\x00';False;26708;1;0
538010507;13.175792;-29.816995;0;0.0;12.1;False;140.1;143;49;0;b'\x00';False;2227;1;0
376485000;18.45074;-33.918825;15;0.0;0.0;False;360.0;318;53;0;b'\x00';False;2276;1;0
374763000;16.614833;-33.533917;0;0.0;11.4;False;139.0;137;53;0;b'\x00';False;67612;1;0
538011193;17.665862;-34.202005;0;0.0;13.2;False;318.2;319;54;0;b'\x00';False;26708;1;0
431888000;17.898838;-34.442217;0;0.0;16.7;False;120.2;120;50;0;b'\x00';False;2262;1;0
650115000;33.38536;-25.540173;7;-128.0;2.7;True;229.7;511;55;0;b'\x00';True;67621;1;0
567609000;2.22388;-36.059087;0;0.0;17.7;False;92.6;92;55;0;b'\x00';False;49153;1;0
538007350;18.223825;-33.732465;0;5.0;15.2;False;321.6;322;8;0;b'\x00';False;49199;1;0
636022818;12.764188;-33.826095;0;1.0;12.7;False;90.5;91;54;0;b'\x00';False;49156;1;0
636017726;18.420565;-34.472322;0;0.0;19.2;False;113.3;113;54;0;b'\x00';False;49199;1;0
210842000;5.414023;-33.748178;0;0.0;11.3;False;91.3;90;57;0;b'\x00';False;34884;1;0
538005366;24.84465;-34.4645;0;0.0;8.6;False;255.0;259;53;0;b'\x00';False;81996;1;0
372908000;13.586818;-35.464227;0;0.0;9.9;False;83.5;82;35;0;b'\x00';False;34904;1;0
636018204;14.34581;-27.414653;0;2.0;14.8;False;333.8;332;56;0;b'\x00';False;26708;1;0
431725000;18.024893;-33.977443;7;0.0;0.5;False;72.7;5;55;0;b'\x00';False;26708;1;0
538010445;13.850908;-31.950468;0;-1.0;14.8;False;308.8;310;57;0;b'\x00';False;114691;1;0
352218000;-0.855488;-35.446648;0;-0.0;12.6;False;94.5;94;58;0;b'\x00';False;26708;1;0
601378300;17.430363;-33.210863;7;0.0;3.6;False;161.7;161;58;0;b'\x00';False;81934;1;0
477424900;15.606717;-32.070467;0;0.0;8.0;False;142.0;144;57;0;b'\x00';False;26708;1;0
538010906;18.434475;-33.912745;0;-24.0;1.0;False;174.6;32;57;0;b'\x00';False;7840;3;0
636017088;26.083578;-34.263662;0;0.0;13.5;False;68.9;68;57;0;b'\x00';False;34996;1;0
372754000;4.035842;-33.291892;0;0.0;11.1;False;97.4;96;35;0;b'\x00';False;26708;1;0
256787000;8.312293;-33.363817;0;-1.0;17.5;False;125.4;128;57;0;b'@';False;26708;1;0
440559000;7.519033;-31.615967;0;1.0;13.2;False;298.0;298;58;0;b'\x00';False;32780;1;0
354341000;3.676585;-32.341875;0;-0.0;12.2;False;280.4;282;23;0;b'\x00';False;114688;1;0
356793000;12.199125;-33.761087;0;0.0;12.1;False;279.2;282;59;0;b'\x00';False;2203;1;0
538009079;12.607355;-34.580788;0;-4.0;11.8;False;92.4;94;0;0;b'\x00';False;32829;1;0
538010020;5.030368;-31.600565;0;0.0;12.6;False;289.7;287;0;0;b'\x00';False;32849;1;0
538006976;10.818175;-32.45439;0;-1.0;15.2;False;115.7;113;1;0;b'\x00';False;49160;1;0
636019094;20.380033;-34.912833;0;0.0;8.8;False;62.0;63;2;0;b'\x00';False;2256;1;0
538004316;18.19171;-34.093507;0;0.0;12.4;False;356.6;356;2;0;b'\x00';False;65631;1;0
538008453;9.192465;-31.183895;0;2.0;11.8;False;293.8;291;46;0;b'\x00';False;81930;1;0
538010069;9.015367;-33.994385;0;-1.0;12.5;False;87.3;84;1;0;b'\x00';False;49160;1;0
601180400;17.56073;-33.37733;0;127.0;5.3;False;277.8;284;3;0;b'\x00';False;0;3;0
376485000;18.450735;-33.918827;15;0.0;0.0;False;360.0;317;4;0;b'\x00';False;98466;1;0
256787000;8.31268;-33.364052;0;0.0;17.3;False;124.8;128;2;0;b'@';False;2252;1;0
566478000;33.088627;-25.600643;0;-127.0;8.4;False;271.5;270;5;0;b'\x00';False;49160;1;0
538004498;13.766327;-32.836645;0;0.0;8.9;False;99.5;103;6;0;b'\x00';False;65751;1;0
565145000;13.833637;-33.938622;0;0.0;11.6;False;283.0;283;3;0;b'\x00';False;32983;1;0
477967700;16.115245;-32.629287;0;0.0;20.4;False;317.3;318;0;0;b'\x00';False;2261;1;0
636021870;33.664733;-25.512198;0;-4.0;10.8;False;252.2;256;4;0;b'\x00';False;2246;1;0
636022823;10.031618;-33.622672;0;-0.0;11.8;False;98.0;97;4;0;b'\x00';False;33026;1;0
431725000;18.024922;-33.977435;7;0.0;0.5;False;72.8;4;6;0;b'\x00';False;49196;1;0
565138000;18.835207;-34.657423;0;0.0;12.6;False;293.0;291;7;0;b'\x00';False;33033;1;0
563233200;8.899673;-32.479787;0;0.0;12.3;False;104.0;106;5;0;b'\x00';False;2236;1;0
601180400;17.560608;-33.377327;0;127.0;5.4;False;275.1;287;7;0;b'\x00';False;4032;3;0
352003451;17.286567;-34.143083;0;0.0;10.8;False;298.0;298;6;0;b'\x00';False;49196;1;0
372754000;4.036387;-33.29195;0;0.0;11.1;False;97.3;96;44;0;b'\x00';False;33083;1;0
636022786;15.748887;-29.196402;0;0.0;4.0;False;159.1;152;8;0;b'\x00';False;11553;3;0
304053000;9.184448;-34.600425;0;-1.0;12.1;False;88.1;86;9;0;b'\x00';False;33096;1;0
601271000;18.426413;-33.906353;7;0.0;0.0;False;242.4;226;8;0;b'\x00';False;65873;1;0
636016351;-1.085658;-33.820135;0;-0.0;12.7;False;101.5;102;9;0;b'\x00';False;33108;1;0
352003339;14.132738;-30.846553;0;2.0;13.5;False;142.0;140;9;0;b'\x00';False;114701;1;0
563232400;15.920723;-32.637307;0;1.0;12.2;False;318.5;318;9;0;b'\x00';False;49155;1;0
636018023;20.538887;-34.977265;0;0.0;11.7;False;256.8;258;5;0;b'\x00';False;81935;1;0
440559000;7.518533;-31.615733;0;0.0;13.2;False;299.0;298;8;0;b'\x00';False;33152;1;0
356837000;17.799467;-33.914067;0;0.0;12.0;False;320.0;321;8;0;b'\x00';False;2267;1;0
256787000;8.313157;-33.36433;0;1.0;17.3;False;125.8;128;8;0;b'@';False;33179;1;0
601023250;17.954013;-33.023768;7;0.0;0.0;False;242.6;292;12;0;b'\x00';False;98749;1;0
352001434;12.420107;-27.652985;0;0.0;11.8;False;141.2;143;11;0;b'\x00';False;77949;3;0
636093181;7.99476;-24.994445;0;0.0;17.0;False;140.2;139;11;0;b'\x00';False;81922;1;0
477893200;13.631878;-32.171413;0;0.0;17.4;False;303.5;304;10;0;b'\x00';False;66006;1;0
563052500;11.853888;-33.991767;0;0.0;20.1;False;89.7;90;12;0;b'\x00';False;2207;1;0
538010734;0.947397;-32.565415;0;0.0;9.6;False;277.1;278;14;0;b'\x00';False;26712;1;0
538005512;14.996297;-32.660077;0;-0.0;13.0;False;131.3;132;14;0;b'\x00';False;81921;1;0
376485000;18.450733;-33.918828;15;0.0;0.0;False;360.0;317;14;0;b'\x00';False;2259;1;0
